#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2368999999.0ns,22,0,130550,1.448,2.369,4,0,0,0
+5177999999.0ns,22,1,6667126,2.369,5.178,5.191,0,5,0
+7013999999.0ns,22,2,3211901,5.178,7.014,7.355,0,5,0
+8389999999.0ns,22,3,1639262,7.014,8.39,9.979,0,5,0
+9748999999.0ns,22,4,1551364,8.39,9.749,12.62,0,5,0
+10823999999.0ns,22,5,581276,9.749,10.824,15.545,0,5,0
+12040999999.0ns,22,6,1077210,10.824,12.041,18.328,0,5,0
+13782999999.0ns,22,7,2947651,12.041,13.783,20.586,0,5,0
+15329999999.0ns,22,8,2231954,13.783,15.33,23.039,0,5,0
+16803999999.0ns,22,9,1973821,15.33,16.804,25.565,0,5,0
+18024999999.0ns,22,10,1110053,16.804,18.025,28.344,0,5,0
+19269999999.0ns,22,11,1131566,18.025,19.27,31.099,0,5,0
+21696999999.0ns,22,12,1411867,20.369,21.697,32.672,0,5,0
+25957999999.0ns,22,13,2342758,24.369,25.958,32.411,0,5,0
+29812999999.0ns,22,14,1849212,28.369,29.813,32.556,0,5,0
+33474999999.0ns,22,15,624663,32.369,33.475,32.894,0,5,0
+37546999999.0ns,22,16,869686,36.369,37.547,32.822,0,5,0
+41851999999.0ns,22,17,1991788,40.369,41.852,32.517,0,5,0
+45732999999.0ns,22,18,1529997,44.369,45.733,32.636,0,5,0
+49885999999.0ns,22,19,2096269,48.369,49.886,32.483,0,5,0
+54513999999.0ns,22,20,4306089,52.369,54.514,31.855,0,5,0
+57845999999.0ns,22,21,1944846,56.369,57.846,32.523,0,5,0
+61446999999.0ns,22,22,572542,60.369,61.447,32.922,0,5,0
+65704999999.0ns,22,23,1479681,64.369,65.705,32.664,0,5,0
+69471999999.0ns,22,24,606006,68.369,69.472,32.897,0,5,0
